#timestep	summed_sq_end_to_end_distance	summed_sq_distance_of_cm	summed_auto_corr_ee_vector
66300	234.2502987	40.97817269	420.3951826
66400	193.44053	42.16143015	474.0770187
66500	231.6031742	43.70105456	485.4707842
66600	220.5930921	42.38671584	465.2749014
66700	228.4807445	43.30451939	394.01542
66800	179.4079766	44.28732642	364.3696947
66900	190.2391703	43.61275258	348.9866323
67000	114.1093905	46.60149187	282.6363287
67100	105.4691883	43.35061178	259.8829107
67200	173.4961759	42.3398839	411.5480175
67300	157.7029253	43.6453975	418.1563931
67400	163.5760935	45.26325632	450.8034954
67500	149.0484223	51.61977463	383.53754
67600	152.5182315	54.27639144	452.4690475
67700	120.1723456	55.78162995	306.7109451
67800	176.9609255	55.45344924	359.2255816
67900	206.0315937	52.26662625	360.9893837
68000	250.2468465	55.041496	406.3815908
68100	209.4804606	53.57688646	391.5112972
68200	216.2478458	53.54605681	451.4925299
68300	216.2060653	52.61948873	407.2757702
68400	339.1931861	51.84003337	588.9529657
68500	311.0082242	52.52305418	520.568737
68600	330.2754296	51.04832267	489.9481764
68700	300.2463291	52.41875948	383.3191938
68800	298.9071447	58.11224392	407.0317926
68900	326.3881873	58.92853494	458.07969
69000	308.1094276	58.30064479	543.3680439
69100	284.0662085	60.5961605	519.287446
69200	183.9138664	64.81664271	386.6593404
69300	202.7648564	66.51893059	420.3467703
69400	182.900028	66.24308733	346.5914373
69500	188.5228426	66.76025703	409.7021809
69600	207.9306262	68.50628863	359.6122727
69700	228.9499988	65.13236665	407.7078829
69800	214.733405	64.6432538	350.0436192
69900	289.0404176	66.96455423	495.1702118
70000	234.3619369	59.88737256	488.1980429
70100	246.9508592	63.29499444	481.1177406
70200	133.7760654	60.85406782	407.2716112
70300	111.0983	61.75679191	189.8028138
70400	131.8081469	65.69878618	281.7107468
70500	66.55659108	69.04208643	255.4604964
70600	107.8468551	71.66779347	381.7902803
70700	109.508505	65.75299797	308.2288303
70800	85.38782004	64.87298197	200.0193677
70900	86.0619197	64.08457657	147.4502439
71000	53.41956079	62.99578088	165.9889042
71100	115.900354	60.34034674	231.979702
71200	114.9610492	64.3883947	177.1288671
71300	87.1554012	63.64074915	208.8129101
71400	119.7830042	61.59452054	242.4012489
71500	116.1458395	59.8711813	286.058136
71600	104.1195271	58.3442774	202.3677626
71700	133.5252351	54.13468432	164.6359177
71800	166.8708034	49.34847298	256.7045903
71900	163.6812757	46.75098503	326.6375694
72000	133.9796133	46.16303237	219.856761
72100	129.4131059	43.53265357	320.3956509
72200	85.13829472	45.04988936	253.4807782
72300	111.5917141	47.94727295	364.7297497
72400	87.96508435	46.9387999	373.9361753
72500	94.42594317	45.42733532	232.1214108
72600	78.83731251	44.13552867	131.8618147
72700	91.809587	39.42166331	133.8766739
72800	97.20497917	39.31120682	56.48209882
72900	68.34090514	34.83066305	96.59494448
73000	104.9576199	34.61393389	220.12644
73100	69.73593266	39.90004448	148.7425866
73200	67.45961755	38.75540516	91.05411673
73300	119.281988	38.40074131	47.6300475
73400	129.552083	39.12044126	-39.71313441
73500	75.76102465	41.6623577	-84.46784449
73600	77.42768207	38.78996867	-66.58750534
73700	112.6340922	37.49264502	83.31252599
73800	94.54702819	39.0549911	153.64236
73900	50.98628478	40.78663396	-11.68689132
74000	40.73009445	36.20331319	-100.4539347
74100	39.77446452	35.98695845	56.86554801
74200	34.89801654	36.39470611	11.16325638
74300	48.38348531	32.34652893	-104.1678281
74400	43.19184388	29.97933243	35.33661485
74500	51.33012346	30.63663573	-105.5509439
74600	72.1824868	30.46407603	2.938986659
74700	32.7362764	32.1079311	-76.16134596
74800	34.75405177	29.97241231	-137.3436575
74900	41.98070124	30.09301469	14.81318659
75000	34.96609822	29.78269597	1.3077811
75100	32.45918271	31.95488896	-155.5031736
75200	26.85379549	33.40118826	-170.5836589
75300	17.66282033	36.3672444	-26.40438354
75400	10.89005946	41.83128616	-45.27583182
75500	17.21462951	40.26533742	26.90025353
75600	10.44739196	36.69379016	-16.31105089
75700	22.28310024	37.68694018	-101.782423
75800	25.86610975	37.1851704	-71.09106052
75900	54.38259317	36.67992974	-189.289309
76000	54.08918515	33.85924464	-128.812259
76100	59.07993169	35.77093241	-190.8477559
76200	46.06231759	34.15440685	-126.7600508
76300	47.8527719	33.28286672	-206.7977471
76400	46.20650866	34.63264718	-168.064127
76500	82.92215719	38.60417507	-242.3093076
76600	117.2871121	38.26345663	-302.7974443
76700	60.62695355	32.54703909	-265.3645549
76800	71.76509546	30.97642163	-299.7998991
76900	84.74980085	35.07590876	-351.4156599
77000	59.58811307	36.77172866	-280.6130815
77100	66.14054521	39.59100366	-316.9242163
77200	78.23686159	38.33748625	-310.2722416
77300	103.5645823	41.10687766	-355.7739372
77400	85.12843336	42.75023781	-356.1774979
77500	56.67158846	45.02872793	-333.9070115
77600	29.72772673	41.45279992	-235.71175
77700	29.49182855	38.76818065	-218.9743109
77800	12.15593328	36.93360201	-153.5246353
77900	4.259756545	37.56334889	-88.56734836
78000	28.76036751	37.63952093	-261.4137635
78100	29.70628262	41.35153875	-248.1270809
78200	29.95208441	43.81405337	-249.3704038
78300	46.71988201	46.42261475	-304.5512462
78400	43.72614448	46.34133854	-312.8284683
78500	69.44466241	46.58619248	-368.9418087
78600	67.44590836	44.48233309	-391.6952267
78700	42.44973777	41.56779644	-318.7494216
78800	33.34029325	43.09134071	-278.4049702
78900	72.36435199	41.87287016	-416.0076523
79000	60.18017816	42.93134484	-372.9882565
79100	47.04922301	43.90396084	-321.7460556
79200	72.57818021	42.02391598	-363.1936631
79300	68.40192184	42.7961473	-343.8209767
79400	68.66857478	45.39955057	-391.4020424
79500	64.2524723	44.55496955	-378.7153034
79600	59.29832657	42.54955843	-306.6715517
79700	75.66735995	40.25187306	-356.1752081
79800	64.59886832	40.54712936	-284.7541108
79900	56.4241229	38.41948674	-201.1156077
80000	58.16130187	41.27096077	-218.1840825
80100	54.46409282	42.62539896	-227.2248735
80200	48.08305303	38.55014633	-228.5558853
80300	84.13191857	42.43400391	-380.6529646
80400	124.5316622	43.42419465	-492.1342545
80500	130.8944751	41.71727238	-513.7446556
80600	102.9406758	36.96679716	-432.5434513
80700	112.1844084	38.70978257	-513.1544085
80800	82.03637317	42.53308369	-417.2366524
80900	74.19935421	41.20953631	-347.6449661
81000	89.79773409	44.42530176	-436.5920486
81100	81.477511	41.84453218	-404.1168661
81200	53.3343836	45.2477342	-346.2931595
81300	74.21371885	43.63333922	-394.3272963
81400	98.58305933	42.12897944	-446.7212524
81500	124.7968601	43.07561571	-529.3567886
81600	155.6572769	43.54360986	-591.4123678
81700	96.01863442	41.12818152	-414.5230389
81800	108.8172416	41.78563444	-432.0944691
81900	124.5746542	44.30121386	-480.7945557
82000	136.4354543	47.68168514	-500.6615524
82100	96.6736931	44.68033696	-362.6262903
82200	126.2758641	46.98335569	-460.5010071
82300	92.56855724	44.99432377	-442.6434488
82400	123.1753353	45.14721239	-460.4017525
82500	115.6918324	51.23954112	-431.5032406
82600	107.3421927	48.11892879	-473.0231628
82700	122.808722	49.57619969	-537.0545349
82800	120.9023835	45.46403656	-483.876215
82900	111.115632	44.07463242	-501.0440378
83000	116.9168874	45.56490299	-521.2319765
83100	119.956254	43.36697927	-532.8430367
83200	159.0434897	43.16338277	-604.8587971
83300	146.8986469	46.30814726	-560.3475914
83400	100.1043771	44.85314642	-457.3984127
83500	65.78243191	42.79799044	-393.1406803
83600	130.1506561	52.24278893	-545.6145906
83700	182.5982011	49.77384383	-641.1816845
83800	225.9633517	48.72261274	-678.9891853
83900	189.8001716	50.83263627	-601.9379826
84000	200.8836889	47.02667441	-626.2755489
84100	167.6976456	44.36052414	-565.326911
84200	203.408782	45.79476792	-525.7275467
84300	207.0183236	51.20825209	-510.9070206
84400	151.3773323	52.14907715	-463.5161228
84500	98.86422614	52.96670442	-350.708354
84600	92.23190083	54.82184095	-418.3555565
84700	99.07045869	53.13044483	-428.7241116
84800	149.663092	56.03196693	-490.5799198
84900	173.0746001	58.91810578	-459.7256155
85000	156.3544958	53.86694885	-401.1817989
85100	109.4780157	50.56636328	-361.9087038
85200	154.314403	54.35458311	-425.1506186
85300	95.794064	53.5817677	-362.0704832
85400	113.5004199	53.08505204	-393.8019571
85500	68.30961768	50.39003946	-286.1204739
85600	95.82689158	53.37108235	-385.5951338
85700	47.73825235	51.61617988	-241.3651037
85800	98.56280372	57.64858475	-300.4908028
85900	121.2253409	56.54167147	-414.4684582
86000	134.2253059	54.34343361	-469.2541046
86100	122.4622847	58.16626047	-341.0159826
86200	133.314076	61.04827799	-460.1630554
86300	93.81012449	62.41844512	-312.3527098
86400	103.950697	59.24031056	-384.1474838
86500	96.29394011	55.07591923	-412.9343576
86600	73.14892762	54.3896882	-386.4607611
86700	83.92363146	60.30237341	-406.52351
86800	140.2414166	61.02315158	-542.4041901
86900	106.9347853	61.56108064	-489.5121384
87000	121.1738237	65.35153173	-519.484273
87100	86.37632044	59.85646227	-376.551352
87200	56.36128314	58.61687911	-270.4849057
87300	75.70347751	58.79104854	-310.1319814
87400	41.20169852	64.0999094	-294.3008013
87500	52.06818243	62.72407091	-285.1410589
87600	45.02470784	61.05294586	-282.2212257
87700	30.99091699	60.57500571	-215.5858455
87800	47.81990591	61.80530727	-285.789742
87900	48.31068826	63.71984758	-255.8747349
88000	74.81375397	64.42731638	-362.0209494
88100	58.7102431	59.8027589	-297.6404104
88200	79.95888484	56.84252348	-313.7582326
88300	46.91689971	59.77052325	-200.5387955
88400	35.18125739	61.78261412	-150.9491792
88500	74.54438277	64.64531174	-116.4283657
88600	94.4168811	64.86041025	-133.609086
88700	80.01804133	58.86237439	-134.1402431
88800	54.91581322	55.78466685	-166.0212064
88900	76.62268959	63.67115324	-163.2364931
89000	65.19057141	64.33772294	-215.5315685
89100	69.10354317	62.16640793	-120.2338734
89200	54.60535467	61.41852273	-149.5668578
89300	62.52788718	59.85845655	-102.6091943
89400	44.7541703	60.55888481	-91.02458334
89500	51.05237581	58.6884612	-55.11970198
89600	58.2188455	61.10304468	-144.8464227
89700	48.44868787	57.11120019	-230.8843966
89800	71.02447408	53.72228433	-221.8869009
89900	130.9319166	59.21005077	-285.4209719
90000	166.1534836	60.44446173	-247.6771641
90100	86.97271789	56.6461846	-122.5771513
90200	138.0824064	54.75274051	-184.1672759
90300	202.9676681	52.04591177	-324.0011773
90400	110.6084718	49.84952013	-303.1809578
90500	128.4958682	49.49181575	-315.608088
90600	141.6422388	51.13950475	-275.001224
90700	138.0578753	51.11028032	-243.3780236
90800	130.7411563	49.60568302	-208.3405628
90900	103.0217321	53.73752926	-242.5202003
91000	158.068334	58.23806866	-230.7659826
91100	119.2144261	62.41212133	-166.2141781
91200	124.209447	66.29649491	-220.0179796
91300	135.9509882	61.75478257	-296.0557013
91400	168.09601	58.84004866	-376.7460995
91500	194.4364743	57.34236159	-334.4651084
91600	150.553797	57.20964322	-363.6304255
91700	103.7548595	49.97650887	-317.7041874
91800	76.80620955	48.43911932	-225.8287668
91900	115.5229058	54.14132306	-346.9216785
92000	103.5349534	55.01985246	-360.0173755
92100	96.10345813	53.69393973	-342.7813501
92200	127.8596598	51.86486476	-489.0292768
92300	130.3298588	52.1855815	-478.9864769
92400	110.3966226	50.16052904	-418.6212635
92500	115.219942	52.55248172	-433.2573462
92600	115.4886408	50.46864193	-424.3912554
92700	123.9171657	53.65794602	-442.9720545
92800	62.07060804	53.92575227	-329.2882142
92900	78.32162665	56.18260949	-359.8579326
93000	114.0889758	60.33620571	-423.1744986
93100	169.5164478	62.60659323	-473.646121
93200	186.1599508	65.28027036	-509.906764
93300	174.1440023	66.653569	-553.8901539
93400	255.3039176	67.78911675	-613.9200325
93500	190.8744075	69.51477799	-608.4221497
93600	196.7895651	69.51543272	-607.169364
93700	140.457373	68.98947301	-516.1784496
93800	126.4843023	66.65687395	-488.4486561
93900	149.3755402	64.7268197	-542.3745632
94000	139.0693343	64.77341948	-515.7482529
94100	154.9694001	65.27133827	-524.6007919
94200	154.667174	63.27901266	-532.2818089
94300	95.06603429	64.26059756	-458.4994659
94400	94.06353508	68.38189016	-283.7720556
94500	68.49008519	66.84592494	-306.5769701
94600	126.86038	59.94381158	-452.7098475
94700	141.0808978	56.85354864	-499.0449266
94800	218.859953	54.26491404	-591.9646702
94900	177.3343079	49.6043101	-522.9036503
95000	121.4952524	50.27071669	-501.4375982
95100	140.4324303	55.18196204	-493.4681635
95200	170.0123936	65.94666599	-573.7461224
95300	206.0573312	68.42584805	-614.7663603
95400	132.786278	67.64596598	-462.5008192
95500	81.79215496	71.96335096	-309.9733329
95600	120.9870181	74.48094716	-436.0432043
95700	124.5719596	72.86127655	-383.489665
95800	41.39578255	75.76815171	-255.7738914
95900	34.90311002	64.19491472	-268.3991103
96000	32.22872128	62.11359488	-157.1239467
96100	58.57568664	66.5307434	-208.6112232
96200	32.46093142	69.76355957	-63.91163802
96300	54.91478896	69.29712588	-91.91366911
96400	49.77567757	72.79684237	-21.51862335
96500	74.60112102	76.8679415	-169.1139524
96600	107.8436373	75.57092301	-143.2309651
96700	77.129723	78.19784302	-219.200017
96800	89.81129727	77.83624397	-151.3596325
96900	141.7341132	73.72291394	-200.9996705
97000	134.5000849	73.12470822	-44.05177927
97100	85.97884898	74.16270474	-26.66264296
97200	69.82801928	76.80688714	58.12894726
97300	40.13782803	75.56134222	4.387530327
97400	97.12207208	76.74152647	49.38991547
97500	100.8912208	72.75679676	27.21774912
97600	84.42217848	70.76858718	91.63504124
97700	93.7736292	64.33341023	84.47120905
97800	51.30134679	65.58055342	122.5821981
97900	61.72042472	58.76767127	158.5159178
98000	53.73183281	55.30558399	-43.23433065
98100	60.12559311	55.20332502	74.55377412
98200	35.13355581	57.97743475	99.19131231
98300	46.0364345	55.04213881	87.39724565
98400	57.96763464	50.48880594	267.7867832
98500	85.63342223	48.33702292	272.8768063
98600	70.90750696	46.28695759	121.5520577
98700	43.42455043	43.36917172	204.3765936
98800	35.87207779	42.55598458	178.6611218
98900	57.54024018	38.64988731	288.3137484
99000	73.89671336	41.81533933	269.2601814
99100	58.59209075	43.44134585	186.3269398
99200	134.7146448	41.58836749	270.1572113
99300	203.7819092	38.84461637	199.2738132
99400	134.6993782	39.40765863	85.49332356
99500	96.574924	42.70671361	95.66287875
99600	111.83626	40.06799223	22.68093967
99700	79.55667359	39.67646784	10.07831478
99800	89.03531409	42.27008593	3.191907167
99900	109.7159125	41.85203228	3.598797321
